,text,diggCount,createTimeISO,cleaned_text,normalized_text,roberta_label,roberta_score,roberta_sentiment
1002,beda suu,0,2025-11-05 05:21:02+00:00,beda suu,beda suu,1.0,0.9852259755134583,1
1003,Bahlil fomo 😹,0,2025-11-05 03:08:20+00:00,bahlil fomo 😹,bahlil takut ketinggalan 😹,0.0,0.9959412813186646,0
1004,aku mau tanya negara mana yang pakai etanol Bahlil itu udah jelas gak bagus anak TK aja tau,0,2025-11-04 15:12:16+00:00,aku mau tanya negara mana yang pakai etanol bahlil itu udah jelas gak bagus anak tk aja tau,saya mau tanya negara mana yang pakai etanol bahlil itu sudah jelas tidak bagus anak tk aja tau,0.0,0.9908925294876099,0
1005,pak bukti realitanyanya jelas jenuh,0,2025-11-04 14:00:09+00:00,pak bukti realitanyanya jelas jenuh,pak bukti realitanyanya jelas jenuh,0.0,0.9983575940132141,0
1006,jangan dicari Bahlil waktu kecil😭,0,2025-11-04 13:00:23+00:00,jangan dicari bahlil waktu kecil😭,jangan dicari bahlil waktu kecil😭,0.0,0.9971526861190796,0
1007,ngak ngoros pokok e pedaku mogok gara gara awkmu,0,2025-11-04 12:15:14+00:00,ngak ngoros pokok e pedaku mogok gara gara awkmu,tidak ngoros pokok e pedaku mogok gara gara awkmu,0.0,0.9919074773788452,0
1009,ah SDH jelas2 terbukti dan teruji ini malah ngeles terus dasar bahlul,0,2025-11-04 10:53:11+00:00,ah sdh jelas2 terbukti dan teruji ini malah ngeles terus dasar bahlul,ah sudah jelas2 terbukti dan teruji ini malah ngeles terus dasar bahlul,0.0,0.9984397292137146,0
1010,Sumpah nyusahno rakyatttt,0,2025-11-04 09:41:36+00:00,sumpah nyusahno rakyatt,sumpah nyusahno rakyatt,0.0,0.9989339709281921,0
1011,"Menurut anda bagus pak, kenyataan nya motor banyak mogok tu pak,",0,2025-11-04 09:13:41+00:00,menurut anda bagus pak  kenyataan nya motor banyak mogok tu pak,menurut anda bagus pak kenyataan nya motor banyak mogok tu pak,0.0,0.8531637787818909,0
1012,"pecat ni orang pak presiden ,,sepeda saya bongkar semua mesin ,,gara gara Bahlil Iki",0,2025-11-04 07:29:35+00:00,pecat ni orang pak presiden   sepeda saya bongkar semua mesin   gara gara bahlil iki,pecat ni orang pak presiden sepeda saya bongkar semua mesin gara gara bahlil iki,0.0,0.9981815814971924,0
1013,dari mukanya kelihatan terlalu pintar,0,2025-11-04 06:20:37+00:00,dari mukanya kelihatan terlalu pintar,dari mukanya kelihatan terlalu pintar,0.0,0.9341028332710266,0
1014,"buktikan nang kluarga mu disek ae,,, ojo mbok buktikan nang rakyat",0,2025-11-04 02:53:19+00:00,buktikan nang kluarga mu disek ae   ojo mbok buktikan nang rakyat,buktikan nang kluarga mu disek ae ojo mbok buktikan nang rakyat,0.0,0.9170556664466858,0
1015,engappppp,2,2025-10-10 12:24:28+00:00,engapp,engapp,1.0,0.9770004749298096,1
1016,pembelaan .tp rakyat gak bodoh lil,2,2025-10-10 10:33:02+00:00,pembelaan .tp rakyat gak bodoh lil,pembelaan .tp rakyat tidak bodoh lil,1.0,0.9902701377868652,1
1017,Ws pecat ae Pak Bahlillllll iki... paraaaaaah... aseeeem,0,2025-11-04 02:48:35+00:00,ws pecat ae pak bahlill iki.. paraah.. aseem,ws pecat ae pak bahlill iki.. paraah.. aseem,0.0,0.9986640214920044,0
1018,raine bahlil,0,2025-11-08 12:07:26+00:00,raine bahlil,raine bahlil,1.0,0.9172828197479248,1
1019,wong gemblong!,0,2025-11-05 08:20:17+00:00,wong gemblong!,wong gemblong!,0.0,0.9990851879119873,0
1020,gak usah rebutan,0,2025-11-05 07:51:01+00:00,gak usah rebutan,tidak usah rebutan,1.0,0.9562339186668396,1
1021,Astaqfirullahalazim etanol etanol bikin rusuh satu Indonesia bikin rakyat sengsara,0,2025-11-08 09:24:40+00:00,astaqfirullahalazim etanol etanol bikin rusuh satu indonesia bikin rakyat sengsara,astaqfirullahalazim etanol etanol bikin rusuh satu indonesia bikin rakyat sengsara,0.0,0.9968081116676331,0
1022,motor gw mogok weh 😌,0,2025-11-13 10:13:26+00:00,motor gw mogok weh 😌,motor saya mogok weh 😌,0.0,0.9979832172393799,0
1023,"pemerintah ga bisa kerja, tlg di pecat aja pak",0,2025-11-08 09:17:56+00:00,pemerintah ga bisa kerja  tlg di pecat aja pak,pemerintah tidak bisa kerja tlg di pecat aja pak,0.0,0.9993126392364502,0
1024,ini cerdas pak mentri hebat,0,2025-11-05 05:37:38+00:00,ini cerdas pak mentri hebat,ini cerdas pak mentri hebat,1.0,0.9989182949066162,1
1025,solar di pikirno ajo omong tok. gak Ono buktine,0,2025-11-13 01:01:06+00:00,solar di pikirno ajo omong tok. gak ono buktine,solar di pikirno ajo omong tok. tidak ono buktine,0.0,0.9989104270935059,0
1026,Pecat BAHLIL...,0,2025-11-05 05:34:43+00:00,pecat bahlil..,pecat bahlil..,0.0,0.9992650151252747,0
1027,percaya keneh kana olinol di radiator springs,0,2025-11-03 14:27:16+00:00,percaya keneh kana olinol di radiator springs,percaya keneh kana olinol di radiator springs,1.0,0.967195987701416,1
1028,baru di bakar Pertamina ada etanol,0,2025-11-03 13:48:45+00:00,baru di bakar pertamina ada etanol,baru di bakar pertamina ada etanol,,0.9982964396476746,0
1029,balik iku Ra ISO di omongi Bahlil iku di ceptakan Soko watu.patung kok di omongi.,0,2025-11-08 05:47:46+00:00,balik iku ra iso di omongi bahlil iku di ceptakan soko watu.patung kok di omongi.,balik iku ra iso di omongi bahlil iku di ceptakan soko watu.patung kok di omongi.,0.0,0.9727908372879028,0
1030,ahh.... Bahlul jadi TK parkur aja ' kagak ada pantes2nya jadi mentri,0,2025-11-05 03:40:41+00:00,ahh.. bahlul jadi tk parkur aja   kagak ada pantes2nya jadi mentri,ahh.. bahlul jadi tk parkur aja kagak ada pantes2nya jadi mentri,0.0,0.9993563294410706,0
1031,bahlil jadi pejabat karena hubungan politik.. kalau uji ke cerdasan jauh di bawah standar,0,2025-11-05 03:36:16+00:00,bahlil jadi pejabat karena hubungan politik.. kalau uji ke cerdasan jauh di bawah standar,bahlil jadi pejabat karena hubungan politik.. kalau uji ke cerdasan jauh di bawah standar,0.0,0.9535829424858093,0
1032,motor anak gw kmrin baru kena ke bengkel habis 350k,0,2025-11-15 02:30:35+00:00,motor anak gw kmrin baru kena ke bengkel habis 350k,motor anak saya kmrin baru kena ke bengkel habis 350k,,0.9985527396202087,0
1033,paman pikolo,0,2025-11-08 05:45:37+00:00,paman pikolo,paman pikolo,1.0,0.9974229335784912,1
1034,Lill Bahlill ngomong opo to kowe,0,2025-11-13 00:42:36+00:00,lill bahlill ngomong opo to kowe,lill bahlill ngomong opo to kowe,0.0,0.6716885566711426,0
1035,kok dipertahankan sih menteri ini,0,2025-11-05 11:18:54+00:00,kok dipertahankan sih menteri ini,kok dipertahankan ya menteri ini,0.0,0.9989234805107117,0
1036,😭,0,2025-11-05 12:15:11+00:00,😭,😭,1.0,0.9985289573669434,1
1037,"terserah bahlil suka2 dia, kata iqdam bahlil sperti nabi 👍",0,2025-11-04 14:01:32+00:00,terserah bahlil suka2 dia  kata iqdam bahlil sperti nabi 👍,terserah bahlil suka2 dia kata iqdam bahlil sperti nabi 👍,1.0,0.8115913271903992,1
1038,luluh lantakkan🔥🔥,0,2025-11-02 12:20:30+00:00,luluh lantakkan🔥🔥,luluh lantakkan🔥🔥,1.0,0.9539632201194763,1
1039,Malaysia gak pakai etanol lul,0,2025-11-04 23:08:45+00:00,malaysia gak pakai etanol lul,malaysia tidak pakai etanol lul,0.0,0.9513140320777893,0
1040,"iya pk yg ngk bagus itu bukan etanol tapi mesin kedraan ngkda mesin yg pakai etanol,blm ada di indonisia pk",0,2025-11-01 13:30:47+00:00,iya pk yg ngk bagus itu bukan etanol tapi mesin kedraan ngkda mesin yg pakai etanol blm ada di indonisia pk,ya pk yang ngk bagus itu bukan etanol tapi mesin kedraan ngkda mesin yang pakai etanol belum ada di indonisia pk,0.0,0.9016550183296204,0
1041,buktinya mrebet cook,0,2025-11-01 13:27:07+00:00,buktinya mrebet cook,buktinya mrebet cook,,0.9143112301826477,0
1042,kayak gini kok jadi mentri,1,2025-10-30 03:38:01+00:00,kayak gini kok jadi mentri,kayak gini kok jadi mentri,0.0,0.9992074370384216,0
1043,"bensin campur etanol itu gpp sebenarnya..tp masalahnya semua belum siap..mobil belum siap, bahlan infrastruktur di pom bensin belim siap..itu tanki di pom bensin blm support etanol jadinya bensin yang disimpan malah mengembun dan berair..sama halnya di distribusi..tanky mobil distribusi malah bikin berair krn tankynya belum siap",1,2025-10-30 02:24:12+00:00,bensin campur etanol itu gpp sebenarnya..tp masalahnya semua belum siap..mobil belum siap  bahlan infrastruktur di pom bensin belim siap..itu tanki di pom bensin blm support etanol jadinya bensin yang disimpan malah mengembun dan berair..sama halnya di distribusi..tanky mobil distribusi malah bikin berair krn tankynya belum siap,bensin campur etanol itu gpp sebenarnya..tp masalahnya semua belum siap..mobil belum siap bahlan infrastruktur di pom bensin belim siap..itu tanki di pom bensin belum support etanol jadinya bensin yang disimpan malah mengembun dan berair..sama halnya di distribusi..tanky mobil distribusi malah bikin berair karena tankynya belum siap,0.0,0.9962402582168579,0
1044,"@bahlil.lahadalia
👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻",1,2025-10-30 01:44:05+00:00,bahlil.lahadalia,bahlil.lahadalia,,0.9025976657867432,0
1045,"biar nggak impor banyak?,..tapi lu nggak mikir dampak ke sepda motor/mobil?,",1,2025-10-30 00:07:12+00:00,biar nggak impor banyak? ..tapi lu nggak mikir dampak ke sepda motor mobil?,biar tidak impor banyak? ..tapi kamu tidak mikir dampak ke sepda motor mobil?,0.0,0.9921859502792358,0
1046,Bahlil anj 👊🏻👊🏻👊🏻👊🏻👊🏻,1,2025-10-29 23:56:44+00:00,bahlil anj,bahlil anjing,0.0,0.9984697699546814,0
1047,ANJG BAHLIL,1,2025-10-29 23:46:46+00:00,anjg bahlil,anjg bahlil,1.0,0.9933423399925232,1
1048,apakah negara kita gak bisa memproduk org pinter dan berpengalaman makin hari mentrinya makin bikin rakyat susah aja,1,2025-10-29 23:10:14+00:00,apakah negara kita gak bisa memproduk org pinter dan berpengalaman makin hari mentrinya makin bikin rakyat susah aja,apakah negara kita tidak bisa memproduk org pinter dan berpengalaman makin hari mentrinya makin bikin rakyat susah aja,0.0,0.9992565512657166,0
1049,kebijakan t...lol,1,2025-10-29 17:51:13+00:00,kebijakan t..lol,kebijakan t..lol,0.0,0.9989542961120605,0
1050,"ini orang tolol gimna...etanol it bhan keras..bisa mrusak msin kropos,",1,2025-10-29 16:55:57+00:00,ini orang tolol gimna..etanol it bhan keras..bisa mrusak msin kropos,ini orang tolol gimna..etanol it bhan keras..bisa mrusak msin kropos,0.0,0.9994719624519348,0
1051,"Orang kek gini kenapa bisa jadi ketum golkar & menteri esdm, tolong Jawa pertanyaan saya😭",1,2025-10-29 16:49:07+00:00,orang kek gini kenapa bisa jadi ketum golkar   menteri esdm  tolong jawa pertanyaan saya😭,orang kek gini kenapa bisa jadi ketum golkar menteri esdm tolong jawa pertanyaan saya😭,0.0,0.8760632872581482,0
1052,garai budal kerjo telat gara gara sepeda brebet 😡,1,2025-10-29 15:35:48+00:00,garai budal kerjo telat gara gara sepeda brebet 😡,garai budal kerjo telat gara gara sepeda brebet 😡,0.0,0.9956325888633728,0
1053,orang bodoh yg menjadi menteri,1,2025-10-29 15:30:55+00:00,orang bodoh yg menjadi menteri,orang bodoh yang menjadi menteri,0.0,0.9994688630104065,0
1055,gimana kalau diganti es coklat aja biar enak,1,2025-10-29 15:21:55+00:00,gimana kalau diganti es coklat aja biar enak,gimana kalau diganti es coklat aja biar enak,0.0,0.897379457950592,0
1056,liat ny.aj mual,1,2025-10-29 15:07:17+00:00,liat ny.aj mual,liat ny.aj mual,0.0,0.9989946484565735,0
1057,motor aing jadi korban lil lil😭,1,2025-10-29 14:03:56+00:00,motor aing jadi korban lil lil😭,motor aing jadi korban lil lil😭,,0.7622798681259155,0
1058,tolong pak presiden copot yg satu ini. hancur semua mesin kendaraan kami,1,2025-10-29 13:39:20+00:00,tolong pak presiden copot yg satu ini. hancur semua mesin kendaraan kami,tolong pak presiden copot yang satu ini. hancur semua mesin kendaraan kami,0.0,0.9991893172264099,0
1059,bahlul apa Bahlil gaes...,1,2025-10-29 13:18:33+00:00,bahlul apa bahlil gaes..,bahlul apa bahlil gaes..,0.0,0.9969797730445862,0
1060,mantap bang👍😁,1,2025-10-29 13:11:26+00:00,mantap bang👍😁,bagus bang👍😁,1.0,0.9994444251060486,1
1061,dia bukan bahlil.... tapi bahlul😂😂😂,1,2025-10-29 13:06:50+00:00,dia bukan bahlil.. tapi bahlul😂😂,dia bukan bahlil.. tapi bahlul😂😂,0.0,0.9951030015945435,0
1062,harusnya manggilnya eh bahlul 🤣🤣,1,2025-10-29 12:59:42+00:00,harusnya manggilnya eh bahlul 🤣🤣,harusnya manggilnya eh bahlul 🤣🤣,1.0,0.8658667802810669,1
1063,motor gw jadi brebet,1,2025-10-29 12:27:24+00:00,motor gw jadi brebet,motor saya jadi brebet,,0.9970479607582092,0
1064,WELEK BOSHOKKK,1,2025-10-29 11:53:16+00:00,welek boshokk,welek boshokk,0.0,0.9991356730461121,0
1065,"keluarga besarnya bahlil apa gak lihat komen"" masy indo ya? apa gak lihat ngerugiin masy indo",1,2025-10-29 11:40:49+00:00,keluarga besarnya bahlil apa gak lihat komen  masy indo ya? apa gak lihat ngerugiin masy indo,keluarga besarnya bahlil apa tidak lihat komen masy indo ya? apa tidak lihat ngerugiin masy indo,0.0,0.9982534050941467,0
1066,Ya begini jadi nya kalo mafia solar dijadikan mentri wkwkwk🤣🤣🤣,1,2025-10-29 11:36:11+00:00,ya begini jadi nya kalo mafia solar dijadikan mentri wkwkwk🤣🤣,ya begini jadi nya kalau mafia solar dijadikan mentri wkwkwk🤣🤣,0.0,0.9927884936332703,0
1067,"bahlil dzolim, motor gue jadi rusak🙄",1,2025-10-29 11:29:27+00:00,bahlil dzolim  motor gue jadi rusak,bahlil dzolim motor saya jadi rusak,0.0,0.999147891998291,0
1068,bahlil njaluk diombeni etanol,1,2025-10-29 11:31:33+00:00,bahlil njaluk diombeni etanol,bahlil njaluk diombeni etanol,,0.998445451259613,0
1069,pecat bahlul,1,2025-10-29 11:25:11+00:00,pecat bahlul,pecat bahlul,0.0,0.9992916584014893,0
1070,bahlil ini harus nya cepet di pecat,1,2025-10-29 10:35:49+00:00,bahlil ini harus nya cepet di pecat,bahlil ini harus nya cepet di pecat,0.0,0.9960291385650635,0
1071,tujuan nya biar bahlul bisa dapat bnyk...,1,2025-10-29 09:59:53+00:00,tujuan nya biar bahlul bisa dapat bnyk..,tujuan nya biar bahlul bisa dapat bnyk..,,0.8727124333381653,0
1073,muka rakus ini,0,2025-10-31 13:29:11+00:00,muka rakus ini,muka rakus ini,0.0,0.9989125728607178,0
1074,ini orang kaya gak mikir orang kecil....,0,2025-10-31 13:00:27+00:00,ini orang kaya gak mikir orang kecil..,ini orang kaya tidak mikir orang kecil..,0.0,0.998267412185669,0
1075,nyatanya bgt cuk,0,2025-11-10 10:16:07+00:00,nyatanya bgt cuk,nyatanya banget cuk,1.0,0.9882990121841431,1
1076,Bahlil b nya aap,0,2025-11-05 08:00:46+00:00,bahlil b nya aap,bahlil b nya aap,,0.9971678853034973,0
1077,ga percaya omongan bapak ini,0,2025-11-10 09:06:40+00:00,ga percaya omongan bapak ini,tidak percaya omongan bapak ini,0.0,0.9982604384422302,0
1078,tamatan mana yg ngomong ini,0,2025-10-31 12:37:52+00:00,tamatan mana yg ngomong ini,tamatan mana yang ngomong ini,0.0,0.998794674873352,0
1079,"prabowo aja gk berani sm bahlil, karna itu titipan jokowi",0,2025-11-01 04:16:11+00:00,prabowo aja gk berani sm bahlil  karna itu titipan jokowi,prabowo aja tidak berani sama bahlil karna itu titipan jokowi,0.0,0.9972359538078308,0
1080,kita aja bahli ke bengkel mata nya biar tau,0,2025-11-10 09:02:32+00:00,kita aja bahli ke bengkel mata nya biar tau,kita aja bahli ke bengkel mata nya biar tau,,0.9972780346870422,0
1081,Banyak motor karatan gara gara digempur etanol bensinnya,0,2025-10-31 11:41:08+00:00,banyak motor karatan gara gara digempur etanol bensinnya,banyak motor karatan gara gara digempur etanol bensinnya,0.0,0.9872862696647644,0
1082,bahlil b nya apaa,0,2025-10-31 11:25:53+00:00,bahlil b nya apaa,bahlil b nya apaa,0.0,0.9018248319625854,0
1083,woi bang dulu kita di ikutin negara lain . bukan kita yang ikuti negara lain . Indonesia sekarang kayak kehilangan jati diri sebagai macan asia .,0,2025-11-10 06:30:38+00:00,woi bang dulu kita di ikutin negara lain . bukan kita yang ikuti negara lain . indonesia sekarang kayak kehilangan jati diri sebagai macan asia .,woi bang dulu kita di ikutin negara lain . bukan kita yang ikuti negara lain . indonesia sekarang kayak kehilangan jati diri sebagai macan asia .,0.0,0.9992979764938354,0
1085,"di amerika udah gak make karbu pak, smntara di indo banyak",0,2025-10-31 11:10:22+00:00,di amerika udah gak make karbu pak  smntara di indo banyak,di amerika sudah tidak make karbu pak smntara di indo banyak,0.0,0.7300997972488403,0
1086,tidak semua mesin di Indonesia bisa tahan dengan etanol tinggi,0,2025-10-31 10:02:12+00:00,tidak semua mesin di indonesia bisa tahan dengan etanol tinggi,tidak semua mesin di indonesia bisa tahan dengan etanol tinggi,0.0,0.7197729349136353,0
1087,bagus untuk Bahlil aja. sm kami gak bagus.,0,2025-10-31 09:33:17+00:00,bagus untuk bahlil aja. sm kami gak bagus.,bagus untuk bahlil aja. sama kami tidak bagus.,0.0,0.9984720349311829,0
1088,ya Alloh kok koyo ngene mukanya pantas aturannya bikin pusing,0,2025-10-31 07:27:01+00:00,ya alloh kok koyo ngene mukanya pantas aturannya bikin pusing,ya alloh kok koyo ngene mukanya pantas aturannya bikin pusing,0.0,0.9974767565727234,0
1089,muka nya ngajak ribut 😂🤣,1,2025-10-22 16:26:56+00:00,muka nya ngajak ribut 😂🤣,muka nya ngajak ribut 😂🤣,0.0,0.9987780451774597,0
1090,emg gabagus. membuat mesin korosi etanol itu kalau kondisi kelembapan negara Indonesia,1,2025-10-22 15:15:29+00:00,emg gabagus. membuat mesin korosi etanol itu kalau kondisi kelembapan negara indonesia,emg gabagus. membuat mesin korosi etanol itu kalau kondisi kelembapan negara indonesia,0.0,0.9891377091407776,0
1091,"negara mana LUL,.. sebutkan LOL🤣🤣",1,2025-10-22 14:35:47+00:00,negara mana lul .. sebutkan lol🤣🤣,negara mana lul .. sebutkan lol🤣🤣,,0.9820851683616638,0
1092,"barang pemakek e gak gelem...
lakok mokso nemen seh...
pakek en Dewe wes Lil Bahlil...",1,2025-10-22 13:55:07+00:00,"barang pemakek e gak gelem..
lakok mokso nemen seh..
pakek en dewe wes lil bahlil..",barang pemakek e tidak gelem.. lakok mokso nemen seh.. pakek en dewe wes lil bahlil..,0.0,0.9873173832893372,0
1093,hitam hitam,1,2025-10-22 13:07:30+00:00,hitam hitam,hitam hitam,0.0,0.9735252261161804,0
1094,Yapping mulu lutung satu nih🗿,1,2025-10-22 07:53:27+00:00,yapping mulu lutung satu nih🗿,yapping mulu lutung satu nih🗿,1.0,0.9568932056427002,1
1095,ni orang banyak banget hattersnya,1,2025-10-22 06:49:57+00:00,ni orang banyak banget hattersnya,ni orang banyak banget hattersnya,1.0,0.9972524046897888,1
1096,kebijakan yg slalu bikin gaduh seluruh rakyat indonesia..,1,2025-10-22 05:10:55+00:00,kebijakan yg slalu bikin gaduh seluruh rakyat indonesia..,kebijakan yang slalu bikin gaduh seluruh rakyat indonesia..,0.0,0.9970057606697083,0
1097,hidup sudah susah eh malah bahlil buat hidup makin susah,1,2025-10-22 03:24:05+00:00,hidup sudah susah eh malah bahlil buat hidup makin susah,hidup sudah susah eh malah bahlil buat hidup makin susah,0.0,0.9992600083351135,0
1098,pitku marai mbrebet cok bahlil ndlogok,1,2025-10-21 23:36:54+00:00,pitku marai mbrebet cok bahlil ndlogok,pitku marai mbrebet cok bahlil ndlogok,,0.998807430267334,0
1099,ngapain di campur coba,1,2025-10-21 23:01:10+00:00,ngapain di campur coba,ngapain di campur coba,0.0,0.9975071549415588,0
1100,raimu bagus a?,1,2025-10-21 18:30:17+00:00,raimu bagus a?,raimu bagus a?,1.0,0.9937235713005066,1
